FIRST_INV_DATE,NAME,GENDER,AGE,STATE,COUNTRY,INVESTMENT_TYPE,NET_ASSET_VALUE
2011,"Popoca, Jose",MALE,58,Il,United States,Equities,393082.1366
2013,"Midwest Generation EME, LLC",FEMALE,58,IL,United States,Equities,30.9512
2013,Matt Quinn,FEMALE,58,IL,United States,Equities,787916.5079
2013,SEIU Illinois Council,MALE,58,IL,United States,Equities,945766.1867
2013,"Ahitow, Andrew",FEMALE,58,IL,United States,Equities,628536.1552
2014,YC2 LLC,MALE,58,IL,United States,Equities,953900.7458
2014,Chicago Investments LP II,FEMALE,58,IL,United States,Equities,76782.6259
2014,Illinois Hotel and Lodging Association,FEMALE,58,IL,United States,Equities,119424.8696
2014,"Wal-Mart Stores, Inc.",MALE,58,AR,United States,Equities,5834.0864
2014,Van Wagner Outdoor,MALE,58,NY,United States,Equities,2916.5794
2014,Newport Real Estate DevelopmentLLC (dba 4007 N Paulina LLC & 4011 N Paulina LLC),MALE,58,IL,United States,Equities,767.8263
2014,American Beverage Assoc.,MALE,58,DC,United States,Equities,467.1259
2014,Solano De C arrier,FEMALE,58,IL,United States,Equities,303829.2167
2015,Chicago Hope Academy,MALE,58,IL,United States,Equities,127778.5444
2014,"Monterrey Security Consultants, Inc.",FEMALE,58,IL,United States,Equities,986487.1055
2015,PanCal Opportunity LLC,MALE,58,IL,United States,Equities,1232628.819
2015,Costco Wholesale Corporation,MALE,58,VA,United States,Equities,423144.7703
2014,Powers and Son Construction,FEMALE,58,IN,United States,Equities,453251.2225
2015,"STRS L3 ACQ5, LLC",FEMALE,58,IL,United States,Equities,344842.4898
2011,RADA Architects,FEMALE,58,IL,United States,Equities,501560.9264
2011,Neptun Light,MALE,58,IL,United States,Equities,913238.9005
2011,"T-Mobile USA, Inc",MALE,58,IL,United States,Equities,1087293.439
2011,Terrell Materials Corp.,MALE,58,IL,United States,Equities,209811.0679
2012,"Lou Mitchell's Express, Inc",MALE,58,IL,United States,Equities,0.0467
2011,Scott Balice Strategies,MALE,58,IL,United States,Equities,455274.1804
2011,High Concept Laboratories,MALE,58,IL,United States,Equities,933020.7306
2011,Mercy Hospital and Medical Center,MALE,58,IL,United States,Equities,1013255.142
2012,University of Chicago,MALE,58,IL,United States,Equities,1061846.556
2012,RedFlex Traffic Systems,FEMALE,58,AZ,United States,Equities,808899.681
2012,Target Corporation,MALE,58,MN,United States,Equities,762529.9092
2012,Katten Muchin Rosenman LLP,FEMALE,58,IL,United States,Equities,4796.9885
2012,"Johnson Controls, Inc",MALE,58,IL,United States,Equities,615467.5528
2012,Oracle,MALE,58,VA,United States,Equities,872342.306
2011,Geneva Webster LLC,FEMALE,58,IL,United States,Equities,201408.8841
2012,PNC Bank,FEMALE,58,PA,United States,Equities,914361.4766
2011,Northern Trust Corporation,FEMALE,58,IL,United States,Equities,596179.4963
2013,"Chick-fil-A, Inc.",FEMALE,58,GA,United States,Equities,1161892.258
2013,Prism Development Company,MALE,58,IL,United States,Equities,519898.1671
2013,"Stafford, Eamonn",MALE,58,IL,United States,Equities,400884.5659
2014,Scottsdale Limited Partnership,MALE,58,IL,United States,Equities,640094.8132
2014,"Granite Madden Wells Sale, LLC",FEMALE,58,Il,United States,Equities,526331.1349
2014,"Westfield Concession Management, Inc.",FEMALE,58,MD,United States,Equities,883235.014
2014,"McConkie, Kirton",FEMALE,58,UT,United States,Equities,659724.8011
2015,"MOTRK, Inc.",FEMALE,58,IL,United States,Equities,563450.4669
2015,"R4 Services, LLC",MALE,58,IL,United States,Equities,265142.8943
2014,Chicago Union Station Company,MALE,58,IL,United States,Equities,212138.6235
2015,Mondelez Global LLC,MALE,58,DC,United States,Equities,0.5495
2015,"Quantum Crossings, LLC",FEMALE,58,IL,United States,Equities,0.6155
2015,PLS Financial Services,MALE,58,IL,United States,Equities,340472.502
2014,Tawani Enterprises Inc,MALE,58,IL,United States,Equities,275867.8523
2015,BMO Harris Bank NA,FEMALE,58,Il,United States,Equities,440395.8218
2015,Taser International,MALE,58,AZ,United States,Equities,650822.3581
2018,MAC Property Management,MALE,58,NJ,United States,Equities,908170.123
2018,2817 N. Clark LLC,MALE,58,IL,United States,Equities,804367.599
2011,"Scalise, Rosario",FEMALE,58,IL,United States,Equities,989559.441
2011,Ralph's Grocery Co.,FEMALE,58,IL,United States,Equities,713118.1997
2011,U.S. Cellular,FEMALE,58,IL,United States,Equities,662908.5061
2012,Morgan Keegan & Co. Inc,MALE,58,TN,United States,Equities,727168.0867
2011,Hispanic Housing Development Cor.,FEMALE,58,IL,United States,Equities,1209359.756
2011,Titan Outdoor LLC,FEMALE,58,NY,United States,Equities,292214.1682
2012,"Beyond the Ivy, Inc",FEMALE,58,IL,United States,Equities,93076.9459
2012,TIAA-CREF,MALE,58,IL,United States,Equities,748873.6559
2012,"Rajic, Dali",MALE,58,IL,United States,Equities,277520.2402
2012,Unisys Corp.,MALE,58,IL,United States,Equities,564524.3104
2012,"Crossroads Development Partners, LLC",MALE,58,IL,United States,Equities,76.4726
2012,"Ravenswood Station, LLC",FEMALE,58,IL,United States,Equities,5679.0788
2012,Francis W Parker School,MALE,58,IL,United States,Equities,159.1895
2012,"Krehbiel, Pete",MALE,58,IL,United States,Equities,9658.3388
2012,"400-410 N. Michigan Ave., Ste. 250",FEMALE,58,IL,United States,Equities,3630.6405
2012,Unite Here Local 1,FEMALE,58,IL,United States,Equities,11354.4521
2011,Enterprise Rent-A-Car,FEMALE,58,IL,United States,Equities,3649.3377
2011,Water Tower Place LLC,FEMALE,58,IL,United States,Equities,931220.8981
2011,"RCHD, LLC",MALE,58,WI,United States,Equities,366733.7869
2011,Institute For Latino Progress,MALE,58,IL,United States,Equities,371909.7216
2012,Harbour Contractors Inc,FEMALE,58,IL,United States,Equities,925937.4392
2012,"SomerCor 504, Inc",FEMALE,58,IL,United States,Equities,264108.6088
2013,Commonwealth Edison,FEMALE,58,IL,United States,Equities,1102167.969
2013,Chicago Access Corp.,FEMALE,58,IL,United States,Equities,159445.374
2013,American Beverage Association,MALE,58,DC,United States,Equities,10561.0182
2013,Cermak FreshMarket,FEMALE,58,IL,United States,Equities,154804.6106
2013,Stony Group LLC,FEMALE,58,IL,United States,Equities,892945.8317
2013,"KJ Manor, LLC-",FEMALE,58,IL,United States,Equities,49448.7953
2014,Crescent Heights,FEMALE,58,IL,United States,Equities,938009.3822
2014,Saab Sensis Corporation,FEMALE,58,NY,United States,Cash,594246.0278
2014,Institute for Justice,FEMALE,58,VA,United States,Currency,703495.9662
2014,LP Ventures LLP,MALE,58,IL,United States,Bonds,546737.04
2014,BMO Harris Bank NA,MALE,58,Il,United States,Currency,5308.7954
2014,"CCS International, Inc",FEMALE,58,IL,United States,Bonds,478905.1235
2014,"Rosenwald Courts, LP",FEMALE,58,IL,United States,Bonds,714101.8401
2015,"Interstate JC Decaux, LLC",MALE,58,IL,United States,Bonds,1196145.102
2015,Legacy Charter School,FEMALE,58,IL,United States,Currency,974028.2447
2011,Smith Dawson & Andrews,FEMALE,58,DC,United States,Cash,82204.1364
2011,Northern Trust Corporation,MALE,58,IL,United States,Cash,525954.9802
2011,"Alpha Baking Company, Inc",FEMALE,58,Il,United States,Equities,900031.6183
2011,Perkins Investment Management LLC,FEMALE,58,IL,United States,Equities,1095325.075
2011,"Loop Capital Markets, LLC",MALE,58,IL,United States,Alternative,661805.0997
2011,"Slowiak, Michael",FEMALE,58,WI,United States,Cash,897887.3918
2012,Office Depot,FEMALE,58,FL,United States,ETF,82682.4793
2012,Xerox Business Services LLC,MALE,58,DC,United States,Equities,93645.7699
2012,JCA Gift Trust,MALE,58,IL,United States,Bonds,125630.2999
2012,"Wal-Mart Stores, Inc.",FEMALE,58,AR,United States,Equities,922813.6776
2012,Comcast Corp.,MALE,58,IL,United States,Equities,1109437.879
2011,"Chinajilin Hehe Real Estate Co., Ltd",MALE,58,IL,United States,Bonds,351925.198
2011,Electric Knowledge Interchange,FEMALE,58,IL,United States,Bonds,704231.6665
2012,"Antheus Capital, LLC",FEMALE,58,NJ,United States,Currency,799184.6698
2012,Speedy Cash Holdings Corp.,FEMALE,58,KS,United States,Cash,1251.7946
2012,"Strilky, Rick",FEMALE,58,IL,United States,Currency,7464.8559
2013,Rice Financial Products Company,MALE,58,NY,United States,Equities,7489.5344
2013,Peoples Gas Light and Coke Co.,MALE,58,IL,United States,Currency,5053.1395
2013,"Atkinson, Tremaine",FEMALE,58,IL,United States,Bonds,2599.3237
2014,FH Paschen,MALE,58,IL,United States,Equities,8307.0036
2014,Altria Client Services Inc. and Its Affiliates,FEMALE,58,OH,United States,Equities,8945.063
2014,"Jenny Builders, INc",FEMALE,58,IL,United States,Currency,4392.5001
2015,Sisters of Mercy,MALE,58,NE,United States,Bonds,1732.1426
2015,Morgan Stanley  & Co. LLC,FEMALE,58,NY,United States,Bonds,6891.8894
2015,medusa USA LLC,MALE,58,IL,United States,Currency,5882.6402
2015,"JCDecaux North America, Inc",MALE,58,NY,United States,Cash,7000.0228
2011,Sprint Nextel,FEMALE,58,AZ,United States,Equities,11658.6414
2011,Standard Equipment Co,FEMALE,58,IL,United States,Currency,2907.1931
2011,"Integrys Energy Group, Inc",MALE,58,IL,United States,Cash,11515.4266
2012,SEIU Health Care IL%2fIN,MALE,58,IL,United States,Alternative,950826.4544
2012,"Integrys Energy Group, Inc",FEMALE,58,IL,United States,Cash,184870.1163
2011,G & A Construction,MALE,58,IL,United States,Bonds,971616.7934
2011,Thai Towne Center,MALE,58,IL,United States,Alternative,156252.4124
2012,Swedish Covenant Hospital,FEMALE,58,IL,United States,Currency,941564.0188
2012,DRW Trading Group,FEMALE,58,IL,United States,ETF,738591.3152
2012,Chicagoland Chamber of Commerce,MALE,58,IL,United States,Equities,1039058.261
2012,Pope Building Condo. Assoc.,FEMALE,58,IL,United States,Cash,642945.1401
2012,Jackson Aberdeen Ventures LLC,MALE,58,IL,United States,Cash,232176.104
2011,"Anchor Mechanical, Inc",MALE,58,IL,United States,Alternative,1211711.245
2012,Back to Work Illinois,FEMALE,58,IL,United States,Equities,56382.1677
2012,Experimur Properties LLC,FEMALE,58,IL,United States,ETF,934729.5658
2013,Xerox Corporation,MALE,58,DC,United States,Bonds,810161.9393
2013,Fifth Third Bank,FEMALE,58,Il,United States,ETF,850898.5048
2014,"Macy's Retail Holdings, Inc.",MALE,58,OH,United States,ETF,757415.9331
2014,"Airport Management Services, LLC",MALE,58,NJ,United States,Equities,43072.1208
2014,"Nahalka, Vladimir",MALE,58,IL,United States,Cash,506336.2313
2015,Academy for Urban School Leadership,FEMALE,58,IL,United States,Equities,432289.6012
2015,Katten Muchin Rosenman LLP,MALE,58,IL,United States,Cash,1080290.702
2015,White Oak Realty Partners,FEMALE,58,IL,United States,Currency,729629.4565
2014,"11 South LaSalle Hotel Partners, LLC",FEMALE,58,IL,United States,Bonds,296479.1214
2013,Oracle,MALE,58,VA,United States,Equities,863948.1754
2011,EDI,FEMALE,58,IL,United States,Bonds,2.0425
2011,USI Insurance Services Corp,MALE,58,IL,United States,Cash,28.7199
2011,"Pontee, Patrick and Sei",MALE,58,IL,United States,Bonds,7.5422
2012,Unisys Corporation,FEMALE,58,IL,United States,Equities,117.6218
2012,"Wisman, James & Anna",MALE,58,IL,United States,Cash,27.6843
2011,SEIU Illinois Council,MALE,58,IL,United States,Equities,89.7626
2012,St. Boniface Senior Living Foundation,FEMALE,58,IL,United States,Cash,9.4104
2012,Vienna Sausage Manufacturing Co.,MALE,58,IL,United States,Equities,21.6752
2012,City Winery,FEMALE,58,NY,United States,Equities,91.4281
2012,2400 N. Lakeview Condo. Assoc.,FEMALE,58,IL,United States,Equities,46.8261
2012,Illinois Governmental Consulting Group LLC,MALE,58,IL,United States,Equities,5.2047
2011,Footwear Factory Development Corp,FEMALE,58,IL,United States,Equities,107.1214
2012,"Macquarie Infrastructure and Real Assets, Inc",FEMALE,58,NY,United States,Equities,1106306.094
2011,"Harris, N.A.",FEMALE,58,IL,United States,Equities,37570.4954
2012,"Hubb Systems, LLC",FEMALE,58,CA,United States,Equities,1018734.284
2013,Altria Client Services Inc.,FEMALE,58,OH,United States,Equities,1183757.681
2013,AllVision,MALE,58,IL,United States,Equities,461375.6672
2013,St. Edmunds Redevelopment Corporation,MALE,58,IL,United States,Equities,1003046.836
2013,"Lombardi, Nicholas / La Casa del Pueblo Inc",FEMALE,58,IL,United States,Equities,715531.0623
2013,"Boudreau, Timothy",MALE,58,IL,United States,Equities,132324.9569
2013,Urban Form LLC,MALE,58,IL,United States,Equities,433908.2995
2014,Jackson Aberdeen Ventures LLC,FEMALE,58,IL,United States,Equities,813965.9452
2014,Extend Health,FEMALE,58,IL,United States,Equities,751195.5648
2014,Central Station LLC,MALE,58,IL,United States,Equities,947725.2165
2015,"Eco-Sites, Inc",MALE,58,NC,United States,Equities,1201280.398
2015,Danny's Liquor,MALE,58,IL,United States,Equities,808082.7329
2014,Peoples Gas Light and Coke Co.,MALE,58,IL,United States,Equities,74290.7871
2014,"Curative Health Cultivation, LLC",MALE,58,IL,United States,Equities,982770.8249
2014,Chicago Development Partners LLC,MALE,58,IL,United States,Equities,559777.4563
2018,"Berghoff, Paul & Lisa",FEMALE,58,IL,United States,Equities,407005.5756
2011,US Bank Municipal Securities Group,MALE,58,NY,United States,Equities,948811.4417
2011,West Wood College,MALE,58,IL,United States,Equities,196845.0053
2011,5339-5345 S. Woodlawn LLC,MALE,58,NJ,United States,Equities,784625.6297
2012,ULICH Children's Advantage Network,FEMALE,58,IL,United States,Equities,379149.9395
2012,George K. Baum & Co.,FEMALE,58,IL,United States,Equities,789380.8368
2011,United Airlines,FEMALE,58,IL,United States,Equities,315249.2557
2012,"El Azteca, Inc.",MALE,58,IL,United States,Equities,1052645.236
2011,Near North Health Services Corp,FEMALE,58,IL,United States,Equities,246674.8184
2012,Prime Group,MALE,58,IL,United States,Currency,1156707.415
2012,Christy Webber Landscapes,FEMALE,58,IL,United States,Equities,513379.4346
2013,CIM Group,FEMALE,58,CA,United States,Alternative,1222983.585
2013,Illinois Collectors Association,MALE,58,IL,United States,Alternative,626855.0119
2013,Seven-D Construction Company,FEMALE,58,IL,United States,ETF,504578.9741
2013,Centaur Construction,MALE,58,IL,United States,Bonds,468048.0214
2013,National Hellenic Museum,MALE,58,IL,United States,Equities,1202149.159
2013,"Skyway Concession Company, LLC",MALE,58,IL,United States,Bonds,845216.5265
2013,Wright Investment Properties,MALE,58,IL,United States,Cash,1011288.824
2014,"Fidelity Investments Institutional Services Company, Inc",FEMALE,58,MA,United States,Cash,1028392.418
2014,"KJ Manor, LLC-",FEMALE,58,IL,United States,Equities,827497.0794
2015,"Solstice on the Park, LLC",MALE,58,NJ,United States,Bonds,674918.486
2014,"Callaghan, Bernard",FEMALE,58,IL,United States,Alternative,228793.9994
2015,Choose Chicago,MALE,58,IL,United States,Alternative,540630.9504
2014,"Magnolia Court Apartments, LLC",FEMALE,58,IL,United States,Currency,273040.513
2015,Mark Goodman,MALE,58,IL,United States,Cash,1033345.506
2015,Celadon Holdings LLC,FEMALE,58,IL,United States,Equities,51702.2874
2018,"Jiang, Shumin",FEMALE,58,IL,United States,Currency,247647.3019
2011,233 S. Wacker LLC,MALE,58,IL,United States,ETF,18608.6909
2011,Monroe Investments Partners LLC,FEMALE,58,IL,United States,Bonds,497277.6776
2011,University of Chicago,FEMALE,58,IL,United States,Bonds,909062.979
2012,Dish Network,MALE,58,DC,United States,Alternative,879017.2623
2012,"Delta Engineering, Inc.",FEMALE,58,IL,United States,Cash,847353.4088
2012,Ladder Up,FEMALE,58,IL,United States,ETF,886057.5782
2012,Prime Group Realty Trust,FEMALE,58,IL,United States,Bonds,592313.7092
2012,Sutherland Group,FEMALE,58,NJ,United States,Alternative,870362.9004
2011,SEIU Health Care IL%2fIN,FEMALE,58,IL,United States,Equities,291306.3451
2012,"Arthurs, Rory",MALE,58,IL,United States,Alternative,4652.9258
2012,"Cicero Property Group, LLC",FEMALE,58,IL,United States,Bonds,4227.2667
2012,Stanley's LLC,FEMALE,58,IL,United States,ETF,3713.7564
2013,Duncan-Williams Inc,MALE,58,TN,United States,Bonds,9285.3352
2013,Bank of America Corporation,MALE,58,DE,United States,Cash,11257.4038
2013,"Wal-Mart Stores, Inc.",MALE,58,AR,United States,Alternative,12051.6509
2013,Herbert Hedgeman,MALE,58,IL,United States,Currency,459173.2091
2013,"Trane, U.S. Inc.",FEMALE,58,IL,United States,Currency,875897.2109
2014,Hilton Worldwide,FEMALE,58,VA,United States,Equities,1037488.077
2014,"Interstate JCDecaux, LLC",MALE,58,IL,United States,Cash,291774.644
2014,North River Commission,FEMALE,58,IL,United States,Bonds,116475.0091
2015,River Point LLC,FEMALE,58,IL,United States,ETF,495308.957
2014,Best Quest Development LLC,MALE,58,IL,United States,Alternative,1050027.621
2015,BMO Harris Bank NA,MALE,58,Il,United States,Cash,394968.6157
2015,"David Mason & Associates of Illinois, Ltd.",MALE,58,IL,United States,ETF,94386.2967
2015,Gerding Edlen,FEMALE,58,OR,United States,Cash,718942.176
2015,450 Belmont Properties LLC,MALE,58,IL,United States,Cash,685742.067
2015,International Code Counci,MALE,58,DC,United States,Cash,1065603.498
2015,Jusef D. Jackson,MALE,58,IL,United States,ETF,292243.2036
2015,HSC Realty LLC,FEMALE,58,IL,United States,Currency,961681.1085
2015,"Gary Delaney c/o Banner Storage Group, LLC",MALE,58,IL,United States,Equities,427393.1588
2015,Laramar Kona Real Estate Associates LLC,FEMALE,58,IL,United States,Equities,1218590.519
2015,"City Pads, LLC",FEMALE,58,IL,United States,Bonds,98210617.25
2015,LifeStorage,FEMALE,58,CA,United States,ETF,1093467.6
2015,Condor Partners,FEMALE,58,IL,United States,Bonds,118044230.2
2015,Jeff Minor,MALE,58,IL,United States,Currency,7141143.61
2015,ZRG-CVI Lakeshore Marine Dr. LLC,FEMALE,58,IL,United States,Alternative,2656024.86
2015,"Morrison, Timothy & Ann",FEMALE,58,IL,United States,Bonds,59979775.89
2015,"Boardwalk Capital Holdings, LTD.",MALE,58,IL,United States,Cash,79441591.69
2016,"Mesirow Financial, Inc",FEMALE,58,IL,United States,ETF,17782298.95
2016,Chicago International Film Festival,MALE,58,IL,United States,Equities,74969489.95
2016,Chicago Association of REALTORS,MALE,58,IL,United States,Alternative,40608348.78
2016,"Interstate JCDecaux, LLC",FEMALE,58,IL,United States,Bonds,15465901.62
2016,Public Building Commission of Chicago,MALE,58,IL,United States,Bonds,70152390.9
2016,HNTB Corp.,MALE,58,IL,United States,Alternative,114273799.7
2016,Northern Illinois Sprinkler Advisory Board,FEMALE,58,IL,United States,Equities,94405209.71
2016,American Beverage Association,MALE,58,DC,United States,Currency,106688169.8
2016,Spirit Airlines,FEMALE,58,FL,United States,Cash,8799605.8
2016,Sterling Bay Companies,MALE,58,IL,United States,Cash,80210993.87
2016,Kohlberg Kravis Roberts & Co. L.P.,FEMALE,58,NY,United States,Equities,115276553.5
2016,Belgravia Group,FEMALE,58,IL,United States,Cash,21861784.12
2016,Brinshore-Michaels Development LLC,MALE,58,IL,United States,Cash,21849111.29
2016,"Tipperary, LLC",MALE,58,IL,United States,Alternative,74028590.4
2016,Douglas J Schools/Institutes on behalf of Clark Street school system d/b/a Aveda Institute of Chicago,FEMALE,58,IL,United States,ETF,36338180.3
2015,"GREENS400, LLC, c/o JUNIOR ANDERSON",FEMALE,58,IL,United States,Bonds,25741031.15
2016,EMC Corp,MALE,58,MA,United States,Currency,79839095.05
2016,Chicago Parking Meters LLC,FEMALE,58,IL,United States,Equities,30234519.71
2016,Loyola University of Chicago,MALE,58,IL,United States,Alternative,58577273.56
2016,Illinois Beverage Association,FEMALE,58,IL,United States,Alternative,47914520.26
2016,Hearn Company,MALE,58,IL,United States,Cash,47233545.35
2016,"Chexapad, LLC",FEMALE,58,IL,United States,ETF,100702233
2016,Peerless Real Estate Development LLC,FEMALE,58,IL,United States,Equities,19993045.47
2016,11st Wabash LLC,FEMALE,58,IL,United States,Bonds,49203944.87
2015,Gotham Greens Farms,FEMALE,58,NY,United States,Bonds,91631381.66
2014,AST Corporation,MALE,58,IL,United States,Equities,109470225.4
2015,ComEd,MALE,58,IL,United States,Equities,81729187.58
2014,"Lennar Multifamily Investors, LLC",MALE,58,IL,United States,ETF,57024669.68
2014,Humana,MALE,58,KY,United States,Bonds,3103004.05
2012,Barnett Capital Ltd,MALE,58,IL,United States,ETF,64527293.77
2015,Impressions International Inc.,MALE,58,IL,United States,ETF,33038520.11
2015,ComEd,MALE,58,IL,United States,Cash,59225280.45
2015,MK Construction,MALE,58,IL,United States,Bonds,77188275.4
2011,Aramark,FEMALE,58,IL,United States,Equities,92914509.77
2019,Harry O. Hefter Associates,MALE,58,IL,United States,Equities,63320832.91
2013,"Wells Fargo Securities, LLC",MALE,58,GA,United States,Equities,59134137.35
2014,162 W. Superior LLC,MALE,58,IL,United States,Equities,6011753.54
2016,Soul City Church,MALE,58,IL,United States,Equities,33162241.51
2016,RSI Inc,MALE,58,MA,United States,Equities,50532325.38
2016,"Westfield Concession Management, Inc.",MALE,58,MD,United States,Equities,60739945.76
2016,"Mobility Innovation, Inc.",MALE,58,IL,United States,Equities,102670834.9
2016,"Roundy's Supermarket, Inc.",FEMALE,58,WI,United States,Equities,88990716.19
2016,"MC ASB 939 Fulton, LLC",MALE,58,NY,United States,Equities,17362966.08
2016,"Clean Line Energy Partners, LLC",MALE,58,TX,United States,Equities,21253411.92
2016,TimeLine Theatre Company,MALE,58,IL,United States,Equities,81526377.11
2016,Andrew Cretal,MALE,58,VA,United States,Equities,2650600.03
2016,Gustavo Marin,MALE,58,IL,United States,Equities,8436309.93
2016,"Wicklander, Joe",FEMALE,58,IL,United States,Equities,53082096.78
2016,RENEE MEDERNA,MALE,58,IL,United States,Equities,103422066
2016,"Pfizer, Inc.",MALE,58,NY,United States,Equities,25090397.2
2017,"Fidelity Capital Markets, a division of National Financial Services LLC",MALE,58,MA,United States,Bonds,44120888.75
2017,Douglas J Schools%2f Institutes,MALE,58,IL,United States,ETF,40622888.74
2016,"Cecrle, Rae Ann",FEMALE,58,IL,United States,Currency,95512253.37
2017,Shoreline Sightseeing,FEMALE,58,IL,United States,Bonds,96185340.43
2017,Swan Properties,FEMALE,58,IL,United States,Bonds,26118757.29
2017,"Fox Associates, LLC",FEMALE,58,MO,United States,Bonds,28279508.48
2017,Garces Contractors LLC,MALE,58,IL,United States,Bonds,60060179.89
2017,Luxe Valet,MALE,58,CA,United States,Equities,2927530.72
2017,AT&T Illinois,FEMALE,58,IL,United States,Bonds,77737569.8
2017,Iron Heritage LLC,FEMALE,58,IL,United States,Bonds,14498572.31
2017,"Clayco, Inc.",FEMALE,58,IL,United States,Currency,122272412.2
2017,Northern Trust Corporation,FEMALE,58,IL,United States,Bonds,27634788.11
2017,"Centrum Partners, LLC",FEMALE,58,IL,United States,Equities,35080867.82
2017,Vector Media,MALE,58,NY,United States,Equities,116554230.1
2017,Home Builders Association of Greater Chicago,MALE,58,IL,United States,Equities,78879023.66
2017,"Axon Enterprise, Inc.",FEMALE,58,AZ,United States,Bonds,109313206.4
2017,"Mikula, Eugene",FEMALE,58,IL,United States,Bonds,30384959.75
2017,Terry Engle,FEMALE,58,IL,United States,Cash,63910269.28
2017,"Lamb Partners, LLC",FEMALE,58,IL,United States,Currency,3651363.09
2017,House of Vans,MALE,58,NY,United States,Cash,4151000.85
2017,Park Hotels & Resorts,FEMALE,58,VA,United States,Cash,74742336.41
2017,Furniture LLC,FEMALE,58,IL,United States,Equities,76006498.15
2017,Project Witness,MALE,58,NY,United States,Cash,48213794.33
2020,Brian Strauss,FEMALE,58,IL,United States,Cash,110634139.6
2020,Aon Corporation,MALE,58,IL,United States,Equities,100677744.3
2017,The Glazier Corporation,MALE,58,IL,United States,Bonds,89268018.15
2017,MICHAEL LERNER 1741 N WESTERN AVE ACQUISITIONS LLC,FEMALE,58,IL,United States,Cash,71888303.92
2011,Credit Suisse Asset Management LLC,FEMALE,59,NY,United States,Bonds,448.2896
2011,CRM Properties,MALE,59,IL,United States,Cash,593486.5704
2012,Chicago Teachers Union,FEMALE,59,IL,United States,Equities,543357.1576
2012,"Citibank, NA",MALE,59,NY,United States,Equities,1151749.158
2012,Incapital LLC,MALE,59,IL,United States,ETF,261225.4025
2011,Northern IL Fire Sprinkler Advisory Board,MALE,59,IL,United States,Equities,14.6637
2012,Paradies Shops,MALE,59,GA,United States,Equities,82118.7515
2011,"3500 Damen, LLC",FEMALE,59,IL,United States,ETF,1153573.724
2012,Ogden Development LLC,MALE,59,IL,United States,Equities,854174.9397
2012,South Dearborn LLC,MALE,59,IL,United States,Cash,175176.1975
2011,"Apple, Inc",MALE,59,CA,United States,Bonds,514339.528
2011,SMG Food and Beverage LLC d/b/a Savor,FEMALE,59,PA,United States,Cash,258720.0138
2012,"Focus Acquisitiona, LLC",FEMALE,59,IL,United States,Cash,51930.6128
2013,"Collateral Trustee, Inc.",MALE,59,IL,United States,ETF,351200.2297
2012,"Mia Property Acquisitions, LLC c/o Bartlomiej Przyjemski",FEMALE,59,IL,United States,Equities,218200.814
2013,Dish Network LLC,FEMALE,59,VA,United States,Bonds,342446.6379
2013,"Gateway Foundation, Inc.",MALE,59,IL,United States,Cash,65.4927
2013,Accounting Principals Inc,FEMALE,59,NY,United States,ETF,958135.3784
2014,Presence Health System,FEMALE,59,IL,United States,Alternative,277980.8235
2013,YC19 LLC,FEMALE,59,IL,United States,Bonds,1198864.797
2014,YC26 LLC,FEMALE,59,IL,United States,Cash,281138.4707
2014,Teamsters Joint Council 25,FEMALE,59,IL,United States,Alternative,1184795.604
2014,Chicago Film Studio LLC,MALE,59,IL,United States,Cash,10682.4536
2014,"Family Guidance Centers, Inc",MALE,59,IL,United States,ETF,6475.9415
2014,"J.J.B. Hilliard, W.L. Lyons LLC",MALE,59,IL,United States,Cash,7834.3213
2014,"J.J.B. Hilliard, W.L. Lyons LLC",FEMALE,59,KY,United States,Bonds,6896.2059
2014,Montrose Claredon Partners LLC,FEMALE,59,IL,United States,Cash,665315.0887
2014,"Randolph Tower City Apartments, LLC",FEMALE,59,IL,United States,Equities,133036.2509
2014,"Three Corners Development, Inc.",MALE,59,IL,United States,Equities,59533.8453
2014,"NM Project Company, LLC",FEMALE,59,IL,United States,Equities,233331.3122
2014,Robert Hollender,MALE,59,IL,United States,Equities,586808.1326
2015,Chicago Lakeside Development LLC,MALE,59,IL,United States,Equities,1009256.058
2015,"Magnolia Court Apartments, LLC",FEMALE,59,IL,United States,Equities,1092399.347
2017,"Salbi, Paul",FEMALE,59,IL,United States,Equities,97947.61
2011,Waterton Residential,MALE,59,IL,United States,Equities,38.0876
2011,"Ferrari, Robert",MALE,59,IL,United States,Equities,80.9404
2011,"Quantum Crossings, LLC",MALE,59,IL,United States,Equities,135200.3491
2011,"Emerald Group, LLC",MALE,59,IL,United States,Equities,802080.8863
2012,Granite Development (Master) Corp,FEMALE,59,IL,United States,Equities,930471.4271
2011,Digital Lakeside Holdings LLC,MALE,59,TX,United States,Equities,249848.554
2011,AT&T Illinois,FEMALE,59,IL,United States,Equities,1.0087
2011,"Siebert Brandford Shank & Co, LLC",FEMALE,59,IL,United States,Equities,620211.9328
2012,Central Station LLC,MALE,59,IL,United States,Equities,770065.3622
2012,O'Donnell Investment Co,MALE,59,IL,United States,Equities,1061439.715
2012,MGM %2f Terrell Grp.,FEMALE,59,IL,United States,Equities,759905.7251
2012,Reliable Asphalt Company,MALE,59,IL,United States,Equities,389679.332
2012,CSX Corporation,MALE,59,IL,United States,Equities,325711.519
2012,"KeyBanc Capital Markets, Inc",FEMALE,59,OH,United States,Equities,173954.878
